...1,name,category,review.point,price,currency,description,log_price,ABV,Age_of_Whisky,Distillery,Location,Region,Founded,Owner,Age_of_Distillery
587,"ardbeg kildalton, 46%",Single Malt Scotch,89,191,$,"Not an unpeated Ardbeg, but a new initiative to raise money for the Kildalton Project which supports community projects in south Islay. Smoke, but also real sweetness: hothouse peaches, mezcal, smoked oyster, sphagnum moss, a huge hit of vetiver, and coal tar. The smoke flies to the throat before fogging forward, while the sweet core (with added raspberry and cream, and mint) moves to the back. A worthwhile dram and a hugely worthwhile cause. Buy for either reason; or both. £120",5.25227342804663,46,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
401,"ardbeg perpetuum, 47.4%",Single Malt Scotch,90,100,$,"“Ardbeg in Perpetuum” would mean “Ardbeg forever.” It’s made up of a mélange of different casks: American oak, refill, French oak…and others. Intense, marine, with pineapple, wet moss, tar, cracked black pepper, and a nuttiness. The palate is oily, sweet, with smoked cream, balanced by a very pure acidity, then soot and char. Will the fact that it isn’t an extreme Ardbeg satisfy everyone? Probably not. Is it a bloody good session drink? Damn right it is. (200th anniversary bottling)",4.605170185988092,47.4,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
584,"ardbeg rollercoaster, 57.3%",Single Malt Scotch,89,85,$,"Deep gold color. Very bold aroma of toffee, dark chocolate, diesel fuel-soaked soil, smoldering campfire, coal tar, clove, leather, fig, and dark berried fruit. More of the same on the palate, with seaweed, smoked haddock, and cough drops emerging towards the finish. This whisky is very dynamic and exciting to drink. My only criticism: it comes across a little green on the finish, which keeps me from scoring it in the 90s. Still, it’s pretty impressive considering how young some of the whiskies in it are. If you like your Islay whiskies young and brooding, this one’s for you.",4.442651256490317,57.3,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
400,"ardbeg supernova (2010 release), 60.1%",Single Malt Scotch,90,130,$,"Very dynamic, complex, and powerful. Here’s what I’m picking up, in somewhat descending order in taste profile: leafy smoke, coal tar, mocha fudge with dark chocolate chips, smoked olive, peppered seaweed salad, fruit (lemon, lime), genever, brine-tinged grass, and (with some coaxing) floral notes (violet?). Compared to last year’s debut release of Supernova, this one is certainly comparable, but I feel it’s a tad richer, with more leafy smoke and ripe barley. It also seems a bit more polished, less aggressive. I like it a little more than its predecessor (which I rated an 89).",4.867534450455582,60.1,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
290,"ardbeg supernova 2015 release, 54.3%",Single Malt Scotch,91,160,$,"Apparently this is the final Supernova release and the Ardbeg team has ensured it goes out with all guns blazing. Although it seems calm initially—there’s a minty and sweet spicy element to the fore—the smoke begins to push through in the guise of creosote, then sootiness which, in turn, mingles with seaweed aromas. The peat dominates the palate but there is sufficient oiliness to round it out and add layers of smoked fish, and dried grasses. Farewell.",5.075173815233827,54.3,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
289,"ardbeg supernova committee bottling 2014, 55%",Single Malt Scotch,91,160,$,"Pale and slightly flinty to start, with touches of Caol lla-style salt-washed rocks, but here there’s sweetness, while the smoke gives it a mezcal-like air; pears and burning wood (hot brake pads), minerality, then green olive and a light medicinal note. With water, sashimi-style cleanliness. The palate is rounded, with real olive oil, peppery sweetness, soot, and white chocolate. A real ‘palate whisky,’ filled with bare-faced bravado.  A great Ardbeg.",5.075173815233827,55,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
583,"ardbeg supernova, 58.9%",Single Malt Scotch,89,130,$,"Identifiably richer, fuller, and smokier on the nose when compared to other young Ardbegs. While still prominent, there’s slightly less brine and seaweed, more earthiness, tar, soot, espresso, tobacco, grass, and chocolate fudge. The same goes for the palate. It starts out like a “slightly more gutsy than normal” cask strength, young Ardbeg (e.g., Renaissance) and, if you go into this experience expecting to be totally blown away by peat, tar, and smoke, you might feel a bit under-challenged initially. But the peat eventually builds to a powerful, lava-like crescendo and you realize that this is no ordinary Ardbeg. The length of the finish is seemingly endless; bold and warming. Through all this, there’s a soft underbelly of ripe barley and a vanilla sweetness to balance at least some of the tar, heat, and smoke -- something I admire in many Ardbegs.
Bottom line: It’s an interesting, entertaining, and eye-opening experience. I like how mature it tastes for a relatively young whisky. But, like a whisky that shows just a bit too much sherry or oak, I think the extra peat, to a degree, masks the subtle complexities I admire in some other, lesser-peated Ardbegs, which is the only thing keeping me from scoring this whisky in the 90s. All smoky whisky enthusiasts should endeavor to try this at least once.",4.867534450455582,58.9,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
588,"ardbeg twenty one, 46%",Single Malt Scotch,89,500,$,"Distilled at a time when the future of the distillery looked bleak. It is non-chill filtered and mildly herbal on the nose, with soft peat, muted iodine, and a sprinkling of pepper, plus warm leather. The palate is initially peppery, then vanilla and green apples emerge, along with aniseed and rich peat. Peppery to the end, with a hint of iodine and coal smoke.",6.214608098422191,46,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
292,"ardbeg twenty something, 46.3%",Single Malt Scotch,91,550,$,"This 23 year old expression was released for the Ardbeg Committee. It includes whisky matured in sherry and bourbon casks. Sweet asphalt, bonfire smoke, lemon sponge drizzled in iodine, and background cinnamon on the nose. Succulent, sherried, and chocolate-coated orchard fruits on the oily palate, with vanilla and sweet peat. The peat dries slowly in the finish, with developing licorice, kippers, and peppery oak",6.309918278226516,46.3,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
19,"ardbeg uigeadail, 54.2%",Single Malt Scotch,95,70,$,"With the Ardbeg 17 year old off the market, it’s nice to see a new Ardbeg in the line-up. Uigeadail costs about the same as the Ardbeg 17 did but, with Uigeadail, you’re getting a much more interesting whisky. Uigeadail consists of a marriage of younger whisky (from 1990 and 1993) with much older whisky matured in sherry casks. The marriage works exceptionally well, with the younger whiskies providing the classic Ardbeg intensity many of us have come to expect, while the older whiskies contribute depth, maturity, and complexity. And bottling the whisky at cask-strength without chill-filtration ensures that none of the flavors are stripped out. This is an incredibly complex Islay whisky, with its bonfire smoke, brine, and peppered olive notes balanced by a taming sweetness of vanilla, marshmallow, and toffee. Interwoven notes of candied fruit and sugared almonds round out the palate. Incredibly long finish. 
",4.248495242049359,54.2,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
91,"ardbeg, 10 year old, 46%",Single Malt Scotch,93,55,$,"Straw-gold color. On the nose, sweet toffee, citrus notes, seaweed, and spice complement a powerful peat smoke infusion. In body, it is thick and oily. On the palate, a somewhat sweet maltiness up front is run over by a powerful peat smoke locomotive. Again, the whisky is enriched with citrus and pear notes, spice, and seaweed. The finish is powerful, long, and warming. The smoke lingers for minutes, if not hours. If you like your Ardbeg to go to a phenolic extreme, you will cherish this one. This big, powerful whisky makes no apologies for its Islay roots. And the fact that this whisky is bottled at 46% ABV just makes this big whisky even bigger.",4.007333185232471,46,10,ardbeg,Port Ellen,Islay,1815,LVMH,209
18,"ardbeg, 1974 vintage, cask #3145, 49.9%",Single Malt Scotch,95,20000,$,"Cask #3145 is the lighter in color, and the sweet notes that balance the smoke and seaweed are not as deeply caramelized as Cask #3542. I’m tasting hints of shortbread and caramel, which show through the peat smoke, tobacco, toasted nuts, firm spice notes (cinnamon, clove, and mint), and lingering brine. Very complex. 
Price listed includes the entire Double Barrel 1974 Vintage set.",9.903487552536127,49.9,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
45,"ardbeg, 1974 vintage, cask #3524, 49.9%",Single Malt Scotch,94,20000,$,"Cask #3524 is darker, with notes of sticky toffee pudding and chewy caramel that firmly support the polished leather, cigar box, roasted chestnut, smoked seaweed, tar, dark chocolate, and, on the finish, espresso. A meditative whisky. 
Price listed includes entire Double Barrel 1974 Vintage set.",9.903487552536127,49.9,NA,ardbeg,Port Ellen,Islay,1815,LVMH,209
185,"ardmore 100th anniversary 12 year old, 40%",Single Malt Scotch,92,155,$,"This isn’t quite a distillery-only bottling so much as a bottle only available at the distillery — which isn’t exactly the same thing. Bottled more than 10 years ago to mark the distillery’s centenary, incredibly a small amount is still available, and it is well worth pursuing.
Until relatively recently Ardmore was an industry secret, cherished by those in the know. But the peaty and feisty no-age-statement Ardmore Traditional has introduced the malt to a new generation of drinkers, and last year’s sweet and fruity 25 year old suggested that the distillery has a potentially diverse range of future treasures to be excited about. This bottling is light, soft, sweet, and juicy. Orange flavors and peat team up to steer a middle way for what is a delicious and highly more-ish malt. Its only flaw is in the finish, which dies away too quickly for this palate. Perhaps a slightly higher strength would have improved it. No matter, it’s like the fade out of the guitar solo at the end of your favorite track; it’s a bit frustrating because you want it to go on and on, but it doesn’t stop you going back and listening to it all again.
",5.043425116919247,40,12,ardmore,Kennethmont,Highland,1898,Beam Suntory,126
988,ardmore traditional cask 1998,Single Malt Scotch,87,50,$,"A single cask of Ardmore aged in a first-fill bourbon cask and then finished in quarter casks. This one is more mature, with more depth than the standard Ardmore Traditional Cask (which I rated 80 a few years back). Notes of toffee, vanilla bean, chocolate fudge, licorice stick, bourbon, tar, charcoal, and a hint of burnt raisin. Very nice! (A Julio’s Liquors Exclusive.)",3.912023005428146,NA,NA,ardmore,Kennethmont,Highland,1898,Beam Suntory,126
2088,"ardmore traditional cask, 46%",Single Malt Scotch,80,50,$,"A distillery bottling of Ardmore finally comes to the U.S. This one is non-chill filtered and finished in a “Quarter Cask,” similar to Laphroaig Quarter Cask (same owners). Ardmore remains one of the few Speyside whiskies made with peat-smoked malt. Chewy, almost oily-textured, with sweet notes of toffee and caramel up front, followed by emerging damp, earthy peat and bourbon-like notes. The oaky, resinous bourbon lingers through the finish. The bourbon oak intensity dominates to a degree, disrupting the harmony of the remaining flavors. A whisky of great potential, but still waiting to achieve some of it.",3.912023005428146,46,NA,ardmore,Kennethmont,Highland,1898,Beam Suntory,126
1789,"ardmore, 25 year old, 51.4%",Single Malt Scotch,83,195,$,"Ardmore is a rising star in the world of single malt. Until four years ago it was little known in its own right, its main purpose being as a key malt in Teacher’s. Then Ardmore Traditional was released, and it’s been winning over drinkers ever since. That malt is a delicatessen whisky: smoky, oily, and savory, a unique Highland malt with much to recommend it. This is a different proposition altogether. It’s clean and sweet, with pineapple candy, dusty and almost incense-like spices, and a liberal dose of sweet peat. Some citrus notes, too. The peat holds out until the end with impressive effect. There’s talk of this becoming a permanent part of the Ardmore portfolio. Let’s hope so: it’s further proof that Ardmore is a very interesting distillery indeed. (Travel Retail and selected specialist whisky shops.)",5.272999558563747,51.4,25,ardmore,Kennethmont,Highland,1898,Beam Suntory,126
